id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S2361	S1ac958128474	అందరూ హాజిరు, సర్.	andarū hājiru, sar.	Everyone is present, sir.	UHN-duh-roo HAA-zih-roo SIR		100		Misc		anki	aMdaruu haaziru, sir.			620	42
S2362	S40374e16586a	వాడికి బదిలీ అయ్యింది.	vāḍiki badilī ayyindi.	He got a transfer.	VAA-dih-kih BUH-dih-lih AY-yihn-dee		100		Final		anki	vaaDiki badili ayyindi.			637	43
S2363	Se5cce529bf65	ఈ వీడియో వాచ్చి.	ī vīḍiyō vāchchi.	Watch this video.	EE VID-ee-oh VAAT-chih		100		Final		anki	ee video vaatchi.			328	22
S2364	Sedc86026c1b3	మ్యాచ్ వాచ్చి చేశావా?	myāch vāchchi chēśāvā?	Did you watch the match?	MATCH VAAT-chih cheh-SAA-vaa		100		Final		anki	match vaatchi chesaavaa?				
S2365	S4cc6c1371fbc	సీన్ ఏంటి?	sīn ēṇṭi?	What's the scene?	SEEN AYN-tih		100		Final		anki	scene eMTi?			433	29
S2366	S564e58a2b45e	మొత్తం సీన్ మారిపోయింది.	mottaṁ sīn māripōyindi.	The whole scene changed.	MOH-thuhm SEEN MAA-rih-POH-yihn-dee		100		Final		anki	mothaM scene maaripoyindi.				
S2367	S437fac626bfe	ఇది పైసా వేస్ట్.	idi paisā vēsṭ.	This is a waste of money.	IH-dih PIE-saa WASTE		100		Final		anki	idi paisa waste.			254	17
S2368	Sc504fb3293e2	ఈ వస్తువు చాలా యూజ్ గా ఉంది.	ī vastuvu chālā yūj gā undi.	This thing is very useful.	EE VUHS-thoo-voo CHAA-laa YOOZ-gaa UHN-dih		100		Final		anki	ee vasthuvu chaala use gaa uMdi.				
S2369	S2eb24ac52471	నాకు ఒక ఛాన్స్ ఇవ్వు.	nāku oka chhāns ivvu.	Give me one chance.	NAA-koo OH-kuh CHANCE IHV-voo		100		Final		anki	naaku oka chance ivvu.			436	30
S2370	Sdbcfe117de51	వాడికి మంచి లక్ ఉంది.	vāḍiki manchi lak undi.	He has good luck.	VAA-dih-kih MUHN-chih LUCK UHN-dih		100		Final		anki	vaaDiki manchhi luck uMdi.			638	43
S2371	S7fd51bd2f7df	ఇది నా అదృష్టం.	idi nā adṛṣṭaṁ.	It's my good fortune.	IH-dih NAA UH-druhsh-TUHM		100		Final		anki	idi naa adRushtaM.			639	43
S2372	S70c18dceb16f	అదృష్టం ధైర్యవంతులకు వస్తుంది.	adṛṣṭaṁ dhairyavantulaku vastundi.	Fortune favors the brave.	UH-druhsh-TUHM dhie-ryuh-VUHN-too-luh-koo VUHS-toon-dih		100		Final		anki	adRushtaM dhairyavaMtulaku vastuMdi.				
S2373	S8c8d8e74e54c	అదృష్టంగా వాడిని కలిశా.	adṛṣṭangā vāḍini kaliśā.	By fortune I met him.	UH-druhsh-TUHM-gaa VAA-dih-nih kuh-lih-SAA		100		Final		anki	adRushtaM gaa vaaDini kalisaa.				
S2374	Sdf5ed57f9293	జయం మనదే!	jayaṁ manadē!	Victory is ours!	JUH-yuhm MUH-nuh-dhay		100		Final		anki	jayaM manadhe!			523	35
S2375	Sd701f75709a1	మనం జయం సాధించాం.	manaṁ jayaṁ sādhinchāṁ.	We achieved victory.	MUH-nuhm JUH-yuhm SAA-dhihn-chaam		100		Final		anki	manaM jayaM saadhiMchaaM.				
S2376	Sedcbdce2654d	ఈ ఛాన్స్ వేస్ట్ చేయకు.	ī chhāns vēsṭ chēyaku.	Don't waste this chance.	EE CHANCE WASTE CHAY-yuh-koo		100		Final		anki	ee chance waste cheyaku.				
S2377	S5ce5c3ba5fee	ఈ ఛాన్స్ బాగా యూజ్ చేయు.	ī chhāns bāgā yūj chēyu.	Use this opportunity well.	EE CHANCE BAA-gaa YOOZ CHAY-yoo		100		Final		anki	ee chance baagaa use cheyu.			522	35
S2378	S154f48d56a7f	నేను ప్రోగ్రామరుని	nēnu prōgrāmaruni	I am a programmer			100				anki	nēnu prōgrāmaruni		Loanword + Telugu tail, same pattern as ṭīcharu (teacher). Marker -ni for nēnu.		
S2379	Sdac785d4404a	ఇతను నా కొడుకు	itanu nā koḍuku	This is my son			100				anki	itanu nā koḍuku		New word: koḍuku = son. Uses itanu, the near form of atanu (a→i rule from Lesson 1) — this is that rule in real use.	458	31
S2380	Sf743b33b3534	ఆమె నా భార్య	āme nā bhārya	That is my wife			100				anki	āme nā bhārya		"Pure review — same shape as #3, distant/neutral ""she."""	373	25
S2381	S058d3ccc1745	ఆమె వాడి అమ్మ	āme vāḍi amma	She is my son's mom		informal	100				anki	āme vāḍi amma		"New mini-pattern: vāḍi = ""his,"" the possessive of vāḍu (informal ""he"") — colloquially you refer to your own son as vāḍu affectionately, so ""vāḍi amma"" = ""his mom."""	259	18
S2382	S183d8c4416f1	మనం ఒక కుటుంబం	manaṁ oka kuṭumbaṁ	We are family			100				anki	manam oka kuṭumbamu		"New word: kuṭumbaṁ = family. Inclusive ""we"" + oka for emphasis — nice callback to the oka lesson."	694	47
S2383	Se8d2646adfe6	వాళ్ళు మా స్నేహితులు	vāḷḷu mā snēhitulu	They are our friends			100				anki	vāḷḷu mā snēhitulu		New word: mā = our (possessive, same family as nā/mī). Plural of snēhituḍu irregularly drops to snēhitulu, not a plain -lu add — a small exception worth noting.		
S2384	S3a5025e4f530	అతను అబ్బాయి	atanu abbāyi	He is a boy			100				anki	atanu abbāyi		"Pure review — identical shape to ""atanu vidyārthi."""	129	9
S2385	Sc31ec2608086	నువ్వు నా కొడుకువి	nuvvu nā koḍukuvi	You are my son		informal	100				anki	nuvvu nā koḍukuvi		"Informal ""you"" (own child) + marker -vi. Reuses koḍuku from #4."	375	25
S2386	Sa15d0de83abd	నా కలీగ్ ఈ రోజు లీవ్ లో ఉన్నాడు.	nā kalīg ī rōju līv lō unnāḍu.	My colleague is on leave today.	NAA KOL-eeg EE ROH-joo LEEV loh OON-naa-doo		86	līv	Family		anki	naa colleague ee roju leave lo unnaaDu.				
S2387	S88c8b4a3bd2e	ఈ రోడ్ లో చాలా స్లో గా ఉంది.	ī rōḍ lō chālā slō gā undi.	This road is very slow.	EE ROHD LOH CHAA-laa SLOW-gaa UHN-dih		86	rōḍ	Transport		anki	ee road lo chaalaa slow gaa uMdi.				
S2388	Sf1f30e6c8359	ప్రతి ఫైల్ ఒక సారి చెక్ చెయ్యి.	prati phail oka sāri chek cheyyi.	Check every file once.	PRUH-thih FILE OH-kuh SAA-rih CHEHK CHAY-yih		83	phail	Quantifiers		anki	prathi file oka saari check cheyyi.				
S2389	Scec2ddde6e1e	రిజల్ట్ తర్వాత వాడు ఖుషీ గా ఉన్నాడు.	rijalṭ tarvāta vāḍu khuṣī gā unnāḍu.	He's so happy after the result.	rih-ZULT TUHR-vaa-tuh VAA-doo KOO-shee-gaa UHN-naa-doo	informal	83	rijalṭ	Hyderabadi		anki	result tarvata vaaDu kushi gaa unnaaDu.				
S2390	Se487f1a1e8ac	ఈ రోజు వెదర్ ఖరాబ్ గా ఉంది.	ī rōju vedar kharāb gā undi.	The weather is bad today.	EE ROH-joo WEH-thur kuh-RAAB-gaa UHN-dih		83	vedar	Hyderabadi 2		anki	ee roju weather kharaab gaa uMdi.				
S2391	S22b4e99030dd	రిజల్ట్ తో నాకు సంతృప్తిగా ఉంది.	rijalṭ tō nāku santṛptigā undi.	I am satisfied with the result.	rih-ZUHLT toh NAA-koo suhn-TRUP-tih-gaa OON-dih		80	rijalṭ	Emotions		anki	result to naaku saMtRupti gaa uMdi.				
S2392	Sf0c64b404f93	నా అన్న అమెరికా లో ఉంటాడు.	nā anna amerikā lō uṇṭāḍu.	My elder brother lives in America.	NAA UHN-nuh uh-MER-ih-kuh loh OON-taa-doo		80	amerikā	Family		anki	naa anna America lo uMTaaDu.				
S2393	S2047c87d1250	నాకు ఒక మిస్డ్ కాల్ ఇవ్వు.	nāku oka misḍ kāl ivvu.	Give me a missed call.	NAA-koo OH-kuh MISD KAWL IHV-voo		80	misḍ	Family2		anki	naaku oka missed call ivvu.				
S2394	Sa642ea6b0aa5	నాకు సరిగా శ్వాస రావడం లేదు.	nāku sarigā śvāsa rāvaḍaṁ lēdu.	I cannot breathe properly.	NAA-koo SUH-rih GAA SWUH-suhm RAA-vuh-DUHM LAY-doo		80	rāvaḍaṁ	Body		anki	naaku sari gaa swasaM raavaDaM ledu.				
S2395	S40d07fb9df3c	ఈ డిష్ లో మిర్చి ఎక్కువ.	ī ḍiṣ lō mirchi ekkuva.	This dish has too much chili.	EE DIHSH LOH MIHR-chih EK-koo-vuh		80	ḍiṣ	Food		anki	ee dish lo mirchi ekkuva.				
S2396	Sea79439045aa	నేను జూ లో ఏనుగుని చూసాను.	nēnu jū lō ēnuguni chūsānu.	I saw an elephant in the zoo.	NAY-noo ZOO loh AY-noo-goo-nih CHOO-saa-noo		80	jū	Nature		anki	nenu zoo lo eenuguni choosaanu.				
S2397	S705a253c4c65	హాస్పిటల్ మా ఇంటి దగ్గర ఉంది.	hāspiṭal mā iṇṭi daggara undi.	The hospital is near our house.	HAHS-pih-tuhl MAA IHN-tih DUHG-guh-ruh OON-dih		80	hāspiṭal	Postpositions		anki	hospital maa iMTi daggara undi.				
S2398	S0314be76060f	ఆయన వచ్చాడు కానీ ఆమె రాలేదు.	āyana vachchāḍu kānī āme rālēdu.	He came but she didn't come.	AA-yuh-nuh VUHCH-chuh-doo KAA-nee AA-may RAA-lay-doo		80	rālēdu	Postpositions		anki	aayana vacchaDu kaanee aame raaledu.				
S2399	S227f2907f68b	నేను వెళ్ళాలనుకుంటున్నాను కానీ టైమ్ లేదు.	nēnu veḷḷālanukuṇṭunnānu kānī ṭaim lēdu.	I want to go but I have no time.	NAY-noo VEHL-laa-luh-noo-koon-toon-naa-noo KAA-nee TIME LAY-doo		80	ṭaim	Postpositions		anki	nenu veLLaalanukuMTunnaanu kaanee time ledu.				
S2400	S710a48f7b064	ఆయన తినలేదు ఎందుకంటే ఒంట్లో బాగలేదు.	āyana tinalēdu endukaṇṭē oṇṭlō bāgalēdu.	He didn't eat because he is sick.	AA-yuh-nuh TIH-nuh-LAY-doo EHN-doo-kuhn-TAY OHN-tloh BAA-guh-LAY-doo		80	oṇṭlō	Postpositions		anki	aayana tinaLedu endukanTe oMTlo baagaledu.				
S2401	S6a4a85e97c78	ఆయన ఎప్పుడూ టైమ్ కి రాడు.	āyana eppuḍū ṭaim ki rāḍu.	He never comes on time.	AA-yuh-nuh EHP-poo-doo TIME kih RAA-doo		80	ṭaim	Quantifiers		anki	aayana eppuDU time ki raaDu.				
S2402	S267190d55cad	అంటే, నాకు ఇంకా టైమ్ కావాలి.	aṇṭē, nāku inkā ṭaim kāvāli.	I mean, I need more time.	uhn-TAY NAA-koo IHN-kaa TIME KAA-vaa-lih		80	ṭaim	Fillers		anki	ante, naaku iMkaa time kaavaali.				
S2403	S7870aa6d3cb0	నాకు ఊదా రంగు ఇష్టం లేదు.	nāku ūdā rangu iṣṭaṁ lēdu.	I don't like purple color.	NAA-koo OO-daa RUHM-goo IHSH-tuhm LAY-doo		80	ūdā	Colors		anki	naaku oodaa raMgu iShTaM ledu.				
S2404	Sdb7f547b527d	ఈ ప్యాంట్ టైట్ గా ఉంది.	ī pyāṇṭ ṭaiṭ gā undi.	This pant is too tight.	EE PANT TIGHT-gaa UHN-dih		80	ṭaiṭ	Clothing		anki	ee pant tight gaa uMdi.				
S2405	S458c02ef6e1c	నీ వాచ్ లో టైమ్ ఎంత?	nī vāch lō ṭaim enta?	What time on your watch?	NEE WAWCH LOH TIME EHN-tuh	informal	80	ṭaim	Clothing		anki	nee watch lo time eMta?				
S2406	S86b5ed0c034c	ఈ బెల్ట్ టైట్ గా ఉంది.	ī belṭ ṭaiṭ gā undi.	This belt is too tight.	EE BELT TIGHT-gaa UHN-dih		80	ṭaiṭ	Clothing		anki	ee belt tight gaa uMdi.				
S2407	S9f020761ceaf	లుంగీ చాలా కూల్ గా ఉంటుంది.	lungī chālā kūl gā uṇṭundi.	The lungi is cool and comfy.	LUHN-gee CHAA-laa COOL-gaa UHN-toon-dih		80	kūl	Clothing		anki	lungi chaalaa cool gaa uMTuMdi.				
S2408	Sf90676f1a31a	ఆ వ్యాపారం లో నష్టం అయ్యింది.	ā vyāpāraṁ lō naṣṭaṁ ayyindi.	That business had a loss.	AA VIH-yuh-paa-ruhm LOH NUHSH-tuhm EYE-yeen-dih		80	vyāpāraṁ	Work		anki	aa viyapaaram lo nashtaM ayyindi.				
S2409	S7983eb24edee	సాయంత్రం లోపు పని ఫినిష్ చెయ్యి.	sāyantraṁ lōpu pani phiniṣ cheyyi.	Finish the work by evening.	SAA-yuhn-truhm LOH-poo PUH-nih FIH-nihsh CHAY-yih		80	lōpu	Work-2		anki	saayaMtram lopu pani finish cheyyi.				
S2410	Sb0640ca00b89	ట్రైన్ రెండో ప్లాట్‌ఫార్మ్ మీద ఉంది.	ṭrain reṇḍō plāṭphārm mīda undi.	The train is on platform two.	TRAYN REHN-doh PLAT-form MEE-dhuh UHN-dih		80	plāṭphārm	Transport		anki	train reMDo platform meedha uMdi.				
S2411	S32e28c221668	ఏసీ చాలా కోల్డ్ గా ఉంది.	ēsī chālā kōlḍ gā undi.	The AC is very cold.	AY-see CHAA-laa KOHLD-gaa UHN-dih		80	kōlḍ	Home		anki	AC chaalaa cold gaa uMdi.				
S2412	Sf05008b188e9	ఈ క్లాస్ బోరింగ్ గా ఉంది.	ī klās bōring gā undi.	This class is boring.	EE CLASS BOH-ring-gaa UHN-dih		80	klās	Feelings		anki	ee class boring gaa uMdi.				
S2413	Sbebcd734e1b6	నేను రెడీ గా ఉన్నాను, వెళ్దాం.	nēnu reḍī gā unnānu, veḷdāṁ.	I'm ready, let's go.	NAY-noo REH-dee-gaa UHN-naa-noo VEHL-daam		80	veḷdāṁ	Feelings		anki	nenu ready gaa unnaanu, veLdaaM.				
S2414	Sf04617b8f2dc	నేను ట్రిప్ ని ఎంజాయ్ చేస్తున్నాను.	nēnu ṭrip ni enjāy chēstunnānu.	I'm enjoying the trip.	NAY-noo TRIP nih ehn-JOY CHAYS-toon-naa-noo		80	ṭrip	Feelings		anki	nenu trip ni enjoy chestunnaanu.				
S2415	S0bd3bd0a3f10	ఈ సమస్య ని సాల్వ్ చేదాం.	ī samasya ni sālv chēdāṁ.	We'll solve this problem.	EE SUH-muhs-yuh nih SOLVE CHAY-daam		80	sālv	Abstract		anki	ee samasya ni solve chedaaM.				
S2416	S3ef5d7a63a13	ఏదో ఒక కారణం ఉండి ఉంటుంది.	ēdō oka kāraṇaṁ uṇḍi uṇṭundi.	There must be some reason.	AY-doh OH-kuh KAA-ruh-nuhm UHN-dih UHN-toon-dih	respectful	80	ēdō	Abstract		anki	edo oka kaaaraNaM uMDi uMTuMdi.				
S2417	S431aa76a4861	నేను ఎగ్జామ్ కి తయ్యారు చేస్తున్నా.	nēnu egjām ki tayyāru chēstunnā.	I'm preparing for the exam.	NAY-noo EXAM kih TYE-yuh-roo chays-TOON-naa		80	egjām	Action Verbs		anki	nenu exam ki tayyaru chestunnaa.				
S2418	Sec3234afa5a4	నీ పెర్ఫార్మన్స్ సూపర్ గా ఉంది!	nī perphārmans sūpar gā undi!	Your performance was super!	NEE pur-FOR-muns SOO-pur-gaa UHN-dih	informal	80	perphārmans	Social		anki	nee performance super gaa uMdi!				
S2419	S5cd8ac98cfad	బజార్ లో చాలా రష్ ఉంది.	bajār lō chālā raṣ undi.	The market is very crowded.	buh-ZAAR loh CHAA-laa RUSH UHN-dih		80	raṣ	Hyderabadi		anki	bazaar lo chaala rush uMdi.				
S2420	S3032622490ca	ఈ రెస్టారెంట్ ఖందాని గా ఉంది.	ī resṭāreṇṭ khandāni gā undi.	This restaurant is classy.	EE RES-tuh-rawnt kuhn-DAA-nih-gaa UHN-dih		80	resṭāreṇṭ	Hyderabadi		anki	ee restaurant khandaani gaa uMdi.				
S2421	S084007c6c4c0	రోడ్ చాలా ఖరాబ్ గా ఉంది.	rōḍ chālā kharāb gā undi.	The road is very bad.	ROAD CHAA-laa kuh-RAAB-gaa UHN-dih		80	rōḍ	Hyderabadi 2		anki	road chaala kharaab gaa uMdi.				
S2422	S5f60d518b777	దేవుడు ఎప్పుడూ మన తోనే ఉంటాడు.	dēvuḍu eppuḍū mana tōnē uṇṭāḍu.	God is always with us.	DAY-voo-doo EHP-poo-doo MUH-nuh TOH-nay UHN-taa-doo		80	tōnē	Life		anki	deevuDu eppuDuu mana tone uMTaaDu.				
S2423	S07f270227afc	వాడు ఎగ్జామ్ లో ఫెయిల్ అయ్యాడు.	vāḍu egjām lō pheyil ayyāḍu.	He failed the exam.	VAA-doo EXAM loh FAIL AY-yaa-doo	informal	80	egjām	Misc		anki	vaaDu exam lo fail ayyaaDu.				
S2424	S9e4caa0b832c	వాళ్ళు రాత్రి మొత్తం సడి చేశారు.	vāḷḷu rātri mottaṁ saḍi chēśāru.	They celebrated all night.	VUHL-loo RAA-thrih MOH-thuhm SUH-dih cheh-SAA-roo		80	saḍi	Misc		anki	vaLLu raathri mothaM saDi chesaaru.				
S2425	S7ce3cd038c00	మన జండా చాలా అందంగా ఉంది.	mana jaṇḍā chālā andangā undi.	Our flag is beautiful.	MUH-nuh JUHN-daa CHAA-laa UHN-duhm-gaa UHN-dih		80	jaṇḍā	Final		anki	mana jhaMDaa chaala aMdaMgaa uMdi.				
S2426	Sd0649e3d11f6	నా బదిలీ హైదరాబాద్ కి వచ్చింది.	nā badilī haidarābād ki vachchindi.	My transfer came to Hyderabad.	NAA BUH-dih-lih HIGH-duh-ruh-baad kih VUHCH-chihn-dee		80	haidarābād	Final		anki	naa badili Hyderabad ki vacchindi.				
S2427	Sb3ad48e14234	జయం ఎప్పుడూ ప్రయత్నం తోనే వస్తుంది.	jayaṁ eppuḍū prayatnaṁ tōnē vastundi.	Victory always comes with effort.	JUH-yuhm EHP-poo-doo PRAA-yuhth-nuhm TOH-nay VUHS-toon-dih		80	tōnē	Final		anki	jayaM eppuDuu praayathnaM tone vastuMdi.				
S2428	Saf755ba869cb	నా చొక్కా తీసుకురండి	nā chokkā tīsuku raṇḍi	Bring my shirt		respectful	75	chokkā		448	book1000	Na chokka teesukurandi	respaced			
S2429	Sfd69f13b9507	ఆవిడ హాస్పిటల్ లో ఉంది.	āviḍa hāspiṭal lō undi.	She is at the hospital.	AA-vih-duh HAHS-pih-tuhl loh OON-dih		75	hāspiṭal	Pronouns		anki	aaviDa hospital lO undi.				
S2430	Sf5bfdfc96da4	వాళ్ళు ఈ రోజు రాలేదు.	vāḷḷu ī rōju rālēdu.	They didn't come today.	VAHL-loo EE ROH-joo RAA-nay-doo		75	rālēdu	Pronouns		anki	vaLLu ee rOju raanEdu.				
S2431	S794eee098f02	మీ దగ్గర చేంజ్ ఉందా?	mī daggara chēnj undā?	Do you have change?	MAY DUHG-guh-ruh CHAYNJ OON-daa	respectful	75	chēnj	Existence		anki	mee daggara change undaa?				
S2432	S704df479c90e	ఆయన హైదరాబాద్ కి వెళ్ళాడు.	āyana haidarābād ki veḷḷāḍu.	He went to Hyderabad.	AA-yuh-nuh HIGH-duh-ruh-BAAD kih VEL-laa-doo		75	haidarābād	Motion		anki	aayana Hyderabad ki veLLaaDu.				
S2433	Seb2abddfc059	అది ఎక్కడ ఉందో తెలుసా?	adi ekkaḍa undō telusā?	Do you know where it is?	UH-dih EK-kuh-duh OON-doh TEH-loo-saa		75	undō	DailyActivity		anki	adi ekkaDa undo telusaa?				
S2434	Se374f73ef7fd	ఆయన నాకు హెల్ప్ అడిగాడు.	āyana nāku help aḍigāḍu.	He asked me for help.	AA-yuh-nuh NAA-koo HELP UH-dih-gaa-doo		75	aḍigāḍu	DailyActivity2		anki	aayana naaku help aDigaaDu.				
S2435	Sa98bba9f6bdc	మీ ట్రిప్ ఎంజాయ్ చేయండి.	mī ṭrip enjāy chēyaṇḍi.	Enjoy your trip.	MAY TRIP en-JOY CHAY-yuhn-dih	respectful	75	ṭrip	Emotions		anki	mee trip eMjoii cheyaMDi.				
S2436	S11072341f86d	నాకు హైదరాబాద్ మిస్ అవుతుంది.	nāku haidarābād mis avutundi.	I miss Hyderabad.	NAA-koo HIGH-duh-ruh-BAAD MISS UH-voo-TOON-dih		75	haidarābād	Emotions		anki	naaku Hyderabad miss avutuMdi.				
S2437	Sb1c84092d496	ఈ బరువు బాక్స్ మోయగలరా?	ī baruvu bāks mōyagalarā?	Can you carry this heavy box?	EE BUH-roo-voo BOX MOH-yuh-guh-luh-raa		75	mōyagalarā	Adjectives2		anki	ee baruvu box moyagalaraa?				
S2438	S7c0fceaba3f0	నిన్న రాత్రి నిద్ర రాలేదు.	ninna rātri nidra rālēdu.	I couldn't sleep last night.	NIHN-nuh RAA-trih NIHD-ruh RAA-nay-doo		75	rālēdu	Time		anki	ninna raatri nidra raanedu.		also: I didn't get sleep last night.		
S2439	S5a8326d5182a	మీ ఫ్లైట్ ఏమి టైం?	mī phlaiṭ ēmi ṭaiṁ?	What time is your flight?	MAY FLITE AY-mih TIME	respectful	75	ṭaiṁ	Time		anki	mee flight emi time?				
S2440	S10dd746ec333	శుక్రవారం లోగ ఫినిష్ చేద్దాం.	śukravāraṁ lōga phiniṣ chēddāṁ.	Let's finish it by Friday.	SHOOK-ruh-VAA-ruhm LOH-guh FIH-nish CHAYD-daam		75	lōga	Days		anki	shukravaaram loga finish cheddaaM.				
S2441	S532ee36392b2	నేను ఆరు గంటలకు లేస్తాను.	nēnu āru gaṇṭalaku lēstānu.	I wake up at six.	NAY-noo AA-roo GUHN-tuh-luh-koo LAYS-taa-noo		75	lēstānu	Numbers		anki	nenu aaru gaMTalaku lestaaanu.				
S2442	S7e43bd2f8580	అరవై మంది స్టూడెంట్స్ ఉన్నారు.	aravai mandi sṭūḍeṇṭs unnāru.	There are sixty students.	UH-ruh-vye MUHN-dih STOO-duhnts OON-naa-roo	respectful	75	sṭūḍeṇṭs	Numbers		anki	aravai maMdi students unnaaru.				
S2443	S40e842ce03dc	వేయి మంది ఎంప్లాయీస్ ఉన్నారు.	vēyi mandi emplāyīs unnāru.	There are a thousand employees.	VAY-yih MUHN-dih em-PLOY-eez OON-naa-roo	respectful	75	emplāyīs	Numbers		anki	veyi maMdi employees unnaaru.				
S2444	Sd6a3c11bf575	కార్ బిల్డింగ్ వెనక ఉంది.	kār bilḍing venaka undi.	The car is behind the building.	KAR BIHL-ding VEH-nuh-kuh OON-dih		75	bilḍing	Location		anki	car building venaka undi.				
S2445	S98cd320d386c	రెండు కిలోమీటర్స్ నేరుగ వెళ్ళు.	reṇḍu kilōmīṭars nēruga veḷḷu.	Go straight for two kilometers.	REN-doo KIH-loh-MEE-tuhrs NAY-roo-guh VEL-loo		75	kilōmīṭars	Location		anki	renDu kilometers neruya veLLu.				
S2446	S17e5beef37c9	ఆయనని హాస్పిటల్ కి తీసుకెళ్ళండి.	āyanani hāspiṭal ki tīsukeḷḷaṇḍi.	Take him to the hospital.	AA-yuh-nuh-nih HAHS-pih-tuhl kih TAY-soo-KEL-luhn-dih	respectful	75	hāspiṭal	Location		anki	aayanani hospital ki teesukeLLaMDi.				
S2447	S1ebca788a876	నా భార్య హైదరాబాద్ నుంచి.	nā bhārya haidarābād nunchi.	My wife is from Hyderabad.	NAA BHAAR-yuh HIGH-duh-ruh-BAAD NOON-chih		75	haidarābād	Family		anki	naa bhaarya Hyderabad nuMchi.				
S2448	Sbcc77ab358c8	ఆ అబ్బాయి చాలా స్మార్ట్.	ā abbāyi chālā smārṭ.	That boy is very smart.	AA UHB-baa-yih CHAA-laa SMART		75	smārṭ	Family		anki	aa abbaayi chaalaa smart.				
S2449	S5da1bced2f98	కస్టమర్ కి రీఫండ్ కావాలి.	kasṭamar ki rīphaṇḍ kāvāli.	The customer wants a refund.	KUHS-tuh-muhr kih REE-fuhnd kaa-VAA-lih		75	rīphaṇḍ	Family2		anki	customer ki refund kaavaali.				
S2450	S34bb864afac9	నేను ఈ కంపెనీ లో పోయిన సంవత్సరం జాయిన్ అయ్యాను.	nēnu ī kampenī lō pōyina saṁvatsaraṁ jāyin ayyānu.	I joined this company last year.	NAY-noo EE KUHM-puh-nee loh POH-yih-nuh SUHM-vuht-suh-ruhm JOIN EYE-yaa-noo		75	pōyina jāyin	Family2		anki	nenu ee company lo poyina saMvatsaraM join ayyaanu.				
S2451	Scfab57251c80	డాక్టర్ కి నాలుక చూపియ్యు.	ḍākṭar ki nāluka chūpiyyu.	Show your tongue to the doctor.	DAAK-tuhr kih NUH-loo-kuh CHOO-pihy-yoo		75	chūpiyyu	Body		anki	doctor ki naluuka choopiyyu.				
S2452	S9fb9421de789	తినే ముందు చేతులు కడుక్కో.	tinē mundu chētulu kaḍukkō.	Wash your hands before eating.	TIHN-day MOON-doo CHAY-too-loo KUH-dook-KOH		75	tinē	Body		anki	tiMDe muMdu chetulu kaDukko.				
S2453	Sdcba364d27ec	నా కాలు బెరికి పొయ్యింది.	nā kālu beriki poyyindi.	I twisted my foot.	NAA KAA-loo BEH-rih-kih POY-yeen-dih		75	beriki	Body		anki	naa kaalu beriki poyyiMdi.				
S2454	S844c92d59088	రక్తం టెస్ట్ రిజల్ట్స్ వచ్చాయి.	raktaṁ ṭesṭ rijalṭs vachchāyi.	Blood test results came.	RUHK-thuhm TEST rih-ZUHLTS VUHCH-chaa-yih		75	rijalṭs	Body		anki	rakthM test results vacchaayi.				
S2455	S9b446f74d684	థర్మామీటర్ తో జ్వరం చూడండి.	tharmāmīṭar tō jvaraṁ chūḍaṇḍi.	Check the fever with thermometer.	THUHR-maw-mih-tuhr TOH JVUH-ruhm CHOO-duhn-DIH	respectful	75	tharmāmīṭar	Body		anki	thermometer to jvaraM chooDaMDi.				
S2456	S6f6ae8fb157f	అతను జబ్బు నుంచి కోలుకున్నాడు.	atanu jabbu nunchi kōlukunnāḍu.	He recovered from the illness.	UH-tuh-noo JUHB-boo NOON-chih KOO-loo-koon-NAA-doo		75	kōlukunnāḍu	Body		anki	atanu jabbu nuMchi koolukunnaaDu.				
S2457	S822ee8d6d1d0	మందు టైమ్ కి తీసుకోండి.	mandu ṭaim ki tīsukōṇḍi.	Take the medicine on time.	MUHN-doo TIGHM kih TEE-soo-KOHN-dih	respectful	75	ṭaim	Body		anki	mandhu time ki teesukoMDi.				
S2458	S1bcc0940b316	ఒక్క మసాలా దోస చేయండి.	okka masālā dōsa chēyaṇḍi.	Make one masala dosa.	OHK-kuh MUH-saa-luh DOH-suh CHAY-yuhn-DIH	respectful	75	okka	Food		anki	okka masala dosa cheyaMDi.				
S2459	S669295c63aae	ఇంక రెండు ఇడ్లీలు ఇయ్యండి.	inka reṇḍu iḍlīlu iyyaṇḍi.	Give two more idlis.	IHN-kuh REN-doo IHD-lee-loo IHY-yuhn-DIH	respectful	75	iyyaṇḍi	Food		anki	iMka reMDu idleelu iyyaMDi.				
S2460	S1ed3df11d72a	వంటకి తక్కువ నూనె వాడండి.	vaṇṭaki takkuva nūne vāḍaṇḍi.	Use less oil for cooking.	VUHN-tuh kih TUHK-koo-vuh NOH-nay VAA-duhn-DIH	respectful	75	vāḍaṇḍi	Food		anki	vaMTa ki takkuva noone vaaDaMDi.				
S2461	Sd09f7ccc7b76	మీరు ఏ నూనె వాడ్తారు?	mīru ē nūne vāḍtāru?	Which oil do you use?	MEE-roo AY NOH-nay VAAD-taa-roo	respectful	75	vāḍtāru	Food		anki	meeru ee noone vaaDtaaru?				
